Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
Corporate Real Estate Management,Mechanical and Electrical,"2733 Brimley Rd-Replace Interior, Exterior Lightin",0,0,13,181,0,0,0,0,0,0,194,23,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,3 Dohme Ave - Various Projects,0,13,122,0,0,0,0,0,0,0,135,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,3 Dohme Ave-Rpl Rooftop HVAC Sys,0,0,0,0,0,0,0,0,9,107,116,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,30 Northline Rd Replacement of Rooftop HVAC Units,0,0,0,9,111,0,0,0,0,0,120,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"30 Northline Rd-Lighting System, Exit signs & Emer",0,0,0,12,115,0,0,0,0,0,127,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,30 Northline Rd-Replacement of the Domestic Hot Wa,0,0,0,5,64,0,0,0,0,0,69,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,30 NORTHLINE RD-Replc of Rooftop HVAC Unit # 1,0,0,0,6,6,0,0,0,0,0,12,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,3100 EGLINTON AVE E - Various Projects,0,0,0,5,33,0,0,0,0,0,38,24,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,313 Pharmacy Ave-Replace Existing Activity Room Ro,0,13,142,0,0,0,0,0,0,0,155,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 BERING AVE -Rplc of existing electrical panels,0,0,0,9,29,0,0,0,0,0,38,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 Bering Ave- Rplc.Domestic Hot Water Heater,0,0,0,6,16,0,0,0,0,0,22,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 BERING AVE-Air Make-up Units # 1 and 2,0,0,0,14,166,0,0,0,0,0,180,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 Bering Ave-Replc of Air Compressor in Parking/,0,0,0,5,57,0,0,0,0,0,62,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 Bering Ave-Replc of the Distribution switchboa,0,0,0,17,181,0,0,0,0,0,198,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 Bering Ave-Rplc of South Office HVAC Unit # 2,0,0,0,5,61,0,0,0,0,0,66,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 BERING AVE-Rplc of the Unit Heaters,0,0,0,11,69,0,0,0,0,0,80,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,320 BERING-Lighting Sys. signs & emerg.battery,0,0,13,137,0,0,0,0,0,0,150,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,330 BERING AVE-Rep.Rooftop HVAC Units,0,0,0,9,77,0,0,0,0,0,86,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"40 Coronation Dr-Asphalt Repairs & Painted Lines,",0,28,158,0,0,0,0,0,0,0,186,24,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"433 Eastern Ave -Replc. of Fan Coil Unit, Compress",0,0,0,11,124,0,0,0,0,0,135,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave -Rplc of Sprinkler System Alarm Ch,0,0,0,10,94,0,0,0,0,0,104,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 EASTERN AVE-Distribution and Lighting Panels,0,0,0,22,183,0,0,0,0,0,205,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave-Replac. of the disconnect switches,0,0,0,10,51,0,0,0,0,0,61,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave-Replac. of the Domestic Hot Water,0,0,0,6,34,0,0,0,0,0,40,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave-Rplc of Paint Booth Exhaust,0,0,0,6,26,0,0,0,0,0,32,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave-Rplc of the Distribution Panels an,0,0,0,24,259,0,0,0,0,0,283,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,433 Eastern Ave-Rplc of the Domestic Hot Water Hea,0,0,0,6,28,0,0,0,0,0,34,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,4330 DUFFERIN ST - Repl of Switchboards &  MCCs,0,0,5,124,349,1000,0,0,0,0,1478,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,4330 Dufferin St - Various Projects,0,0,0,206,2435,1409,0,0,0,0,4050,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,4330 Dufferin St - Various Projects - Electrical 1,0,0,0,44,630,0,0,0,0,0,674,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,4330 Dufferin St - Various Projects - Mechanical 1,0,0,0,5,60,237,0,0,0,0,302,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,4330 Dufferin St -Various Projects - Mech.1,0,0,153,105,1000,0,0,0,0,0,1258,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,4330 Dufferin Str - Various Projects - Mech.2,0,0,0,196,1433,0,0,0,0,0,1629,6,York Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,44 BEECHWOOD DR-Replace existing power distributio,0,0,0,0,13,142,0,0,0,0,155,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"4560 SHEPPARD AVE E-Replace Fire Alarm, Install Co",0,16,169,0,0,0,0,0,0,0,185,23,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,462 Runnymed Rd-DHW Heater and Interior Fire,0,18,182,0,0,0,0,0,0,0,200,4,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"5100 Yonge - Storm & Sanitary Piping, Valves",0,0,0,0,0,0,0,30,238,0,268,18,Willowdale,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,5100 Yonge -Mech SOGR Projects,0,0,5,36,0,0,0,0,0,0,41,18,Willowdale,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"55 John - Supply Fans, Exhaust Fans",0,0,0,0,0,0,0,277,3026,0,3303,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John - Var Mech SOGR Projects,0,0,50,-542,-910,82,893,0,0,0,-427,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John -Compartment units & VAV,0,0,0,0,0,112,1221,0,0,0,1333,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John -Mech SOGR Projects,0,29,311,0,0,0,0,0,0,0,340,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John -Sprinkler Pump Parking Fans VAV,0,0,0,0,0,0,74,326,667,0,1067,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John-Rpl HW Heating Pumps&Other Mech,0,0,0,0,0,0,84,909,0,0,993,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,55 John-VAVBoxes,0,0,0,0,0,0,0,0,0,107,107,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,555 Oakwood Ave-Replace Rooftop HVAC Units,0,0,0,8,91,0,0,0,0,0,99,12,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,60 Queen W -Var Mech SOGR Projects,0,0,21,274,0,0,0,0,0,0,295,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,61 TORYORK-Exhaust Fan No. 2,0,0,0,5,18,0,0,0,0,0,23,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,61 Toryork-Lighting System incl Exit signs,0,0,0,11,124,0,0,0,0,0,135,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,662 JANE ST -Replace heating furnace and air condi,0,0,0,5,52,0,0,0,0,0,57,5,York South-Weston,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,700 EGLINTON AVE W-Fire Alarm System,0,0,9,100,0,0,0,0,0,0,109,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,703 Don Mills - Replace Plumbing Fixtures,0,0,40,335,0,0,0,0,0,0,375,16,Don Valley East,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,703 Don Mills - Replace UPS#1 Wet Cell Batteries,0,0,0,454,0,0,0,0,0,0,454,16,Don Valley East,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,765 Queen St E-Replace 2 hot water heating boiler,0,0,0,10,117,0,0,0,0,0,127,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,786 Dundas St E_Replace existing heater boiler...,0,0,0,36,205,0,0,0,0,0,241,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,786DundasStE_Replace existing dust collection syst,0,0,0,36,336,0,0,0,0,0,372,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,821 Progress Ave - Replacement of All Power Distri,0,0,17,159,0,0,0,0,0,0,176,24,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,"843 Palmerston Ave - Painting, RTUs & Exhausts",0,26,127,0,0,0,0,0,0,0,153,11,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell Ave- Rpl Exhaust Fans,0,36,330,450,0,0,0,0,0,0,816,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell -Var Mech SOGR Projects,0,0,207,1036,1414,0,0,0,0,0,2657,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell-Replace H.W. Unit Heaters,0,0,0,0,0,0,0,0,13,138,151,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,850 Coxwell-VAV Terminal Air Units,0,0,0,0,0,0,0,102,810,0,912,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,891 Morningside Ave-Rplc of the Air Make-up Unit f,0,0,0,6,53,0,0,0,0,0,59,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,900 Tapscott -Repl Domestic Hot Water Heater,0,0,0,0,0,0,0,0,0,24,24,23,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,91 Front St E- Rpl of Switchboards,0,0,54,632,0,0,0,0,0,0,686,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,ECC - Critical SOGR Small Capital Work,0,0,0,0,0,0,0,0,0,0,0,2,Etobicoke Centre,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,FM Elevator Program 2021,800,1800,2200,0,0,0,0,0,0,0,4800,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,FM Elevator Program Future,0,0,0,0,16,700,1020,0,0,0,1736,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,Var Locs - BAS & Component Renewals,0,0,2000,2000,2000,2000,2000,2000,2000,2000,16000,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,Var Locs - BAS & Component Renewals 2022,1000,3000,0,0,0,0,0,0,0,0,4000,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,Various SOGR Work on Mech & Elect - Future,0,0,0,0,0,43,494,0,0,0,537,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,Various SOGR Work on Mech & Elect 2027,0,0,0,0,0,1713,15300,0,0,0,17013,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-SOGR Mech & Elect 2021,2504,2933,467,409,0,0,0,0,0,0,6313,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-SOGR Mech&Elect Sys 2020,776,0,0,0,0,0,0,0,0,0,776,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-SOGR Mech&Elect Sys 2022,9220,3151,206,0,0,0,0,0,0,0,12577,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-SOGR Mech&Elect Sys 2029,0,0,0,0,0,0,1299,14548,496,583,16926,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-SOGR Mech&Elect Sys 2030,0,0,0,0,0,0,0,0,524,5691,6215,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-Various SOGR Mech& Elect System Group I,90,0,0,0,0,0,0,0,0,0,90,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Mechanical and Electrical,VarLocs-VariousSOGR Work on Mech&Elect Systems2026,0,0,0,0,456,5918,1725,0,0,0,8099,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Net Zero Carbon Plan Program,Net Zero Carbon Plan - 5 sites,500,3700,6600,0,0,0,0,0,0,0,10800,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,NW PATH - Phase 2,North West PATH - Phase 2,-15987,0,0,0,0,0,0,0,0,0,-15987,10,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,NW PATH - Phase 2,NW Path - Phase 2,15987,0,0,0,0,0,0,0,0,0,15987,10,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,Office Modernization Program,Modern TO - Unlocking 8 Sites,2163,10125,3829,2083,0,0,0,0,0,0,18200,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Office Modernization Program,Modern TO - Workplace Modernization,0,55123,62288,49980,8009,0,0,0,0,0,175400,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Property Acquisitions,8 Cumberland St,1672,0,0,0,0,0,0,0,0,0,1672,11,University-Rosedale,Growth Related
Corporate Real Estate Management,Property Acquisitions,Parkdale Hub Acquisition,213,17237,0,0,0,0,0,0,0,0,17450,4,Parkdale-High Park,Growth Related
Corporate Real Estate Management,Property Acquisitions,School Lands Properties Acquisition,2500,2500,2500,2500,0,0,0,0,0,0,10000,CW,City Wide,Growth Related
Corporate Real Estate Management,Property Acquisitions,School Lands Properties Acquisition,-2500,0,0,0,2500,2250,2250,0,0,0,4500,CW,City Wide,Growth Related
Corporate Real Estate Management,Real Estate Services,SOGR Leased Facilities/Properties-Future,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,10800,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Real Estate Services,Temporary Security Enhancements at US & NPS,100,900,500,0,0,0,0,0,0,0,1500,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Real Estate Services,Booth Yards Feasibility 2022,700,0,0,0,0,0,0,0,0,0,700,14,Toronto-Danforth,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Environmental Remediation - 640 Lansdowne,230,148,-54,-54,-54,-54,-54,-54,-54,0,0,9,Davenport,Health and Safety
Corporate Real Estate Management,Real Estate Services,Environmental Remediation - 640 Lansdowne,1580,54,54,54,54,54,54,54,54,0,2012,9,Davenport,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Future use of Old City Hall - Final Design & Tende,100,5000,5900,4000,0,0,0,0,0,0,15000,13,Toronto Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,"New ECC Ph3 Detailed Design, Contract & Compliance",10441,0,0,0,0,0,0,0,0,0,10441,2,Etobicoke Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,New Etobicoke CC - Phase 4 Tender & Construction,0,140002,105449,129856,21253,0,0,0,0,0,396560,2,Etobicoke Centre,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Security Bollards Study at Union Station-Additonal,0,0,0,0,0,0,0,0,0,0,0,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Real Estate Services,SOGR LEASED FACILITIES/PROPERTIES 2022,500,700,0,0,0,0,0,0,0,0,1200,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Real Estate Services,SOGR Leased Facilities/Properties-2020,300,0,0,0,0,0,0,0,0,0,300,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Real Estate Services,Strategic Projects - Feasibility,0,750,750,750,750,750,750,750,750,50,6050,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Strategic Projects - Feasibility 2020,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,STRATEGIC PROJECTS - FEASIBILITY 2022,750,0,0,0,0,0,0,0,0,0,750,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Real Estate Services,Wellington Destructor,0,16000,15000,1000,0,0,0,0,0,0,32000,10,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,Renovations,160 Eglinton - Flooring replacement on 1st floor,0,0,0,0,0,0,0,0,7,321,328,12,Toronto-St. Pauls,State of Good Repair
